央视,#genre#
CCTV14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=7597565879&sign=30ec6e95b1e10893e039dd2c6449e81a2bfdecbfb6d92eaab59fb5dd0d125bdb3878ec36d989717954d71202cc77bdec7977ea9876b37e4e4c5420cf0e831fa872b38d390f2a193dce943aca957b&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=7597565879&sign=d50746ec67d3ec33edcc5f8e96ab18b676dff10478834b1455ece9d2058e9f4809ad9409de2d20813b17124ad3e8642f34c32418634bd48d76ff4099ba51517d57dc7c5e8907866a9721d195731b&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=7597565879&sign=2d881bcaeda028bd28d9cc14276cad813a295cf4cbe5561dca4c494d095b82ec8290924240511037bf73e13583439f2353f85dda67dfb414249c559a803aa4f0e93e7c8effec9150427c329eb80b&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=7597565879&sign=c299352eda307bc59d0bce6f1050cc87e7b408e1cbb8d53742ae2072b3db3316b35a89ec96f1c34fa7c0bae8f5241c8ac26aab0cf9fd764c92db03611b90bada6013c83c9a0b7233ae91803e85b7&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV4k,https://live.ottiptv.cc/mcp/cctv4k.m3u8?userid=7597565879&sign=3b92520b3339aa6b18ef0380b6783733de827b764a65279fb272a095699ae50374e3ca95bcedeef7b85b019d70d79e6aa47449aefc98a83fa58fece6deeeedd77b5ffe6870f3b64bce4f14c50200&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV8k,https://live.ottiptv.cc/mcp/cctv8k.m3u8?userid=7597565879&sign=718ab86ea57078fa7c942d1f2f2699b89a36375fd33750628d087e36f7c85ebce4811f987cb848b103bf7a15fb4544fabfe57b699d0c06f7c6d66a92ea102b51c8caee69b0174f7be209be87b396&auth_token=7046e69a028696bcb73130b3245ce82e


CCTV1, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3733327C317C383030307C43435456312D746573747C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV2, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3531367C317C383030307CE4B8ADE5A4AEE4BA8CE5A5977C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV3, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303031367C3130303336307C7C7C7C687474707C74735B2F63686E5D5B74735D305B2F74735D5B7375735D315B2F7375735DVSDNSOOONERCOM00
CCTV4, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3135327C317C383030307C63637476347C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV5, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303031367C3130303336317C7C7C7C687474707C74735B2F63686E5D5B74735D305B2F74735D5B7375735D315B2F7375735DVSDNSOOONERCOM00
CCTV5+,https://live.ottiptv.cc/mcp/cctv5p.m3u8?userid=7597565879&sign=d4025e2dec1c8c38faaf912d43913e1c9608ee22c30a5f4e6912897de40d847b468f0943fb3378e1677e92a6a7d8de63ed177110b193258d9a0f1cb52b877a155505254e00491f965cadf495c0bf&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV6, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303031367C3130303336327C7C7C7C687474707C74735B2F63686E5D5B74735D305B2F74735D5B7375735D315B2F7375735DVSDNSOOONERCOM00
CCTV7, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3135367C317C383030307C63637476377C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV8, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303031367C3130303336337C7C7C7C687474707C74735B2F63686E5D5B74735D305B2F74735D5B7375735D315B2F7375735DVSDNSOOONERCOM00
CCTV9, http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3532317C317C383030307CE4B8ADE5A4AEE4B99DE5A5977C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV10,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3532327C317C383030307CE4B8ADE5A4AEE58D81E5A5977C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV11,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3138387C317C383030307C4343545631317C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV12,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3138397C317C383030307C4343545631327C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV13,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030337C3532337C317C383030307CE4B8ADE5A4AEE58D81E4B889E5A5977C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV14,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3139327C317C383030307C6363747673657C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV15,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303030347C3139337C317C383030307C6363747679797C687474707C74735B2F63686E5D5B74735D307C687474705B2F74735DVSDNSOOONERCOM00
CCTV16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=7597565879&sign=70ebc05faeba5e28455568b508f7c560cdf8f600ecc7d4d82fdd7a8dfd32220d67e593749e99a4c951512413caa3f18c68df9516ae42d706afea6b69e02e305d3ccec5cd9f13eb6d7b899f30a056&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV17,http://shanxiunicom.livestr.wasu.tv/5B63686E5D575330303030303031367C3130303335397C7C7C7C687474707C74735B2F63686E5D5B74735D305B2F74735D5B7375735D315B2F7375735DVSDNSOOONERCOM00


CCTV1,https://live.ottiptv.cc/mcp/cctv1av3asfhd.m3u8?userid=7597565879&sign=6dd993741352cd5b84dd3141d15067cdd8b2c4883cd5e6f3838d313ae26737f39f9662cff5c463342c1e60f551593824e9be5183aced9327a24324821946f8b06d7267cd359254ac3f90ebc9563c40d6f6d0259d12&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV2,https://live.ottiptv.cc/mcp/cctv2av3asfhd.m3u8?userid=7597565879&sign=f41620c83d49b9374b6ee8f781f791d9e27aca87de6afe738f99bad56e57b444a4e80de1acca5219b21c1125b34c6c4a2d0da5793c8a2ecb8793b3882289b5ae3d1226fb79a51ccf77dab311c34a983f70fcdcbd88&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV3,https://live.ottiptv.cc/mcp/cctv3av3asfhd.m3u8?userid=7597565879&sign=ebcaf02183e41742e94c9b4a24ae08b7480602c1d9788fd1239b86c05bf523c8600cc1c39b920cdd07b90a77a825c7c93e877b96976cd6e9430fb41577f8947dc329b441f6502edca3dc0846cb4d1d254b9abb36fa&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV4,https://live.ottiptv.cc/mcp/cctv4av3asfhd.m3u8?userid=7597565879&sign=858d213a42b94248d5652d743e78c55c718a1d735c3d191f675ee67bcc13390c0239a7fc28e4c55cd634c62477929f6e1c85c10fda8fb0cbdc45d5198ed9c8155395aacf36a353f82c90c573dc4aae746b23f7ff97&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV5,https://live.ottiptv.cc/mcp/cctv5av3asfhd.m3u8?userid=7597565879&sign=e8bb2ccd4df93a16dc0d159d9ef93f8a80ec87ff912714166607bfff0252bcd94a464a036a2a62de148e958fced5cd4565a5d985c547fb479a42d8cd66730037862ee4a68c3f39d80a44f1070bba00eb6b0f9f3e3c&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV5+,https://live.ottiptv.cc/mcp/cctv5pav3asfhd.m3u8?userid=7597565879&sign=b1d9dd8674bc4ae916e01feb936025aa36a5767d18992e1040d6430386115cdaf2b7c85c5381748cafebfc92e5ed807d140033b899b7641c95bf31d028cb18ee08d024738683882989a42afb6c0205b4d4b327ebfd26&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV6,https://live.ottiptv.cc/mcp/cctv6av3asfhd.m3u8?userid=7597565879&sign=1402326da6729cce3805e2ad79e9c60879e3f21b3fea88a45c371f0022c4449b91b59dcda27788bce85f5159dd6c4f23cdd437cdeb1d1451a17ff340ab03e59b7483f61de7ca4837b02308ba3581d72da702d27df8&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV7,https://live.ottiptv.cc/mcp/cctv7av3asfhd.m3u8?userid=7597565879&sign=8dbdcb38a8f29f544ed972c1ad26a458de5e8b0f7e070a9ff4e6e2534c34d555c600e501ff43097d3ae5b660e33444dcf96ce11a722d56fd47483abec3c529499ab8dedd6f7decb583d1448f9d84b76e4e5a35adcc&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV8,https://live.ottiptv.cc/mcp/cctv8av3asfhd.m3u8?userid=7597565879&sign=8c4258330c56b7c767bba31a6345f0815126de5818e9df88fc1cf061a31fc7e8a5658b4651b9e9114015a9caf6524f45f08b919e6256ac23bfc7fb3badec5bb886f732b46f9514184ba246b518b0a969a08a112732&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV9,https://live.ottiptv.cc/mcp/cctv9av3asfhd.m3u8?userid=7597565879&sign=a58c2dd0dfb5b4b33f13543211fbe3d5a22676a4b9959cce2210b6ca489e94e21d055d5f780b57d896b5a2ea9b429fc886eb747f30cc1bf4c16936594a8ecf882a5ed9b0326f1cb2c9c904d6498fceb58343ead334&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV10,https://live.ottiptv.cc/mcp/cctv10av3asfhd.m3u8?userid=7597565879&sign=78b824e232ecc0951cc1a155ac82e331d0ca0ddcf7d8200279cd5bb7d63ee7eeaa4a927bef17a2dab7a21bce990870b685945db735b5045ad3bdfc17eb4b115e87bdf1712414763c86f823e03aa19d06b6aea1e63c07&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV11,https://live.ottiptv.cc/mcp/cctv11av3asfhd.m3u8?userid=7597565879&sign=16acd0a5e6cf366ad063e53bab2506abdfdb3ed4ba50fac28cdf1a02bb4ab58d81a3f338a488ffdd1d9051c096d17fb83e33497db2a4794e948e3ed1d4616fcfb49ff35f389bb06d4e724cfa810eea0644901432e300&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV12,https://live.ottiptv.cc/mcp/cctv12av3asfhd.m3u8?userid=7597565879&sign=6f89f7b2ed8205c2ac47f53c59647e9b47f37f176dffbcba56b13ff3c02d1fad888fb81ef92c9958ee2419e803bfa7e2d0acd24943787e397551ff5f550c4559d0aa40f323cb342a00a4886b2240b2da0f193555ec38&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV13,https://live.ottiptv.cc/mcp/cctv13av3asfhd.m3u8?userid=7597565879&sign=efc42b82c3971e8839c58dbfdf94855e42563939ab09baaf57154023fb41f0d1f6dfdfff08befcf90caa7bbc19977974855108f1d6b81b6df733e04e64c3fbb010ac725e4ac340e9316447265e36d68ea9c817b3ec4c&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV14,https://live.ottiptv.cc/mcp/cctv14av3asfhd.m3u8?userid=7597565879&sign=d399da64aef4eb5f33cb52055e2ee2b5b429dfb145a05afcca36036ccb4502ec9f25c81ebb9b5649cf1cc73ee634f431c8d535425ea44d30775a546174ad8667272bf5d1c2ddaac296804adc79ad8269cc46499d4d95&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV15,https://live.ottiptv.cc/mcp/cctv15av3asfhd.m3u8?userid=7597565879&sign=e15b60697a7b01260f21dd50165b9f9914028e3580fdcd87a9cef36fba3e8dd39a4b4c9b3f83a069d9891b481e8591511140363b3bbf39b7b83ae02611ea67eb608cc903b52d1ac6ada74b5c2d7d6a2e7a67c3bf75fb&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV16,https://live.ottiptv.cc/mcp/cctv16av3asfhd.m3u8?userid=7597565879&sign=fd8187420dd30cd98d90c70a94523ce4117118122fc3099d6757ad759184cef51bfc673a34381264bf8e37996013bae17160af31080b9fa69cb204ede096c0b079363f709b5d086b12f7634c30d1e8ad00fff7184a8b&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV17,https://live.ottiptv.cc/mcp/cctv17av3asfhd.m3u8?userid=7597565879&sign=2a21f3ea394bb28745f66b79feb05c532dfa1f93820967b7b6451b24890cf69e2e938b88077a4d74120a6539d4c4aaa7ae95a8e7e4d9b71676c61d60e42181b12b8bd657b6d31b9b4c8ead5af71e3c40dfecde478fd4&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV16,https://live.ottiptv.cc/mcp/cctv164kav3ahdr.m3u8?userid=7597565879&sign=a00a30c2738afb416c6878d754a2445a15e335b1e01fe141977d6da99b177eeb141fbf9e727426dd18b4edb7602a4cb856cbaab06c04f18292269c36d638d67b1041f4a8d09e7d9582a514c132b8e52fc2f869798d2c6e&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV4k,https://live.ottiptv.cc/mcp/cctv4kav3ahdr.m3u8?userid=7597565879&sign=89650cbfd03f219b43bc23a5f5019a92b280922c3ae748ce8b3a1ada28988e4c445434f8d4e890daeb54e63a95f9c030f971213e9f15f32a86a7f95d255217ecf332bb3f1e49217150b08dcc26c576aac6fe02f1e1&auth_token=7046e69a028696bcb73130b3245ce82e
CCTV8k,https://live.ottiptv.cc/mcp/cctv8kav3ahdr.m3u8?userid=7597565879&sign=d58ac4580c054520c7ab72417606984912287e939cb99a91ac5c0cb3175a5c34645e79a799869086466cdc12ca8968722cbc0abe5a6d6ca529db1945a7652d5980cfaa5f9b1076772025d28bfd53efe1e1206d14f2&auth_token=7046e69a028696bcb73130b3245ce82e


第一剧场,https://live.ottiptv.cc/mcp/dyjc.m3u8?userid=7597565879&sign=66d0eee8c82c04e20113a3c2c6e14da46ba04cdc0813cba9953e168c34b49533cba8aa5283d89e54a0c4f4420c8bae314a4e24101bb31f047617a2536c69840067e446c0ebc94f68faf5d7f5&auth_token=7046e69a028696bcb73130b3245ce82e
风云剧场,https://live.ottiptv.cc/mcp/fyjc.m3u8?userid=7597565879&sign=e4d2eca807e651256d4f948c0581b697917cb65f48c5f0d7ec94fcca05820c3f2e48d311e17ba529d8eac6ddb4981336e76e470f24e62164253f8d2b6a19fb3beed6c406ed87da5292cf3a31&auth_token=7046e69a028696bcb73130b3245ce82e
怀旧剧场,https://live.ottiptv.cc/mcp/hjjc.m3u8?userid=7597565879&sign=afa39b7f6034eac5cf39329bc963dfd73aa59eec4a271962d5f4f58eb52c365194e18141e6bee172d4c4a41cf0eac2eb1f5db96a63d4931f06ed653eeb6725cff55d280f592bc3c508e9e52a&auth_token=7046e69a028696bcb73130b3245ce82e
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN纪录片,https://english-livebkali.cgtn.com/live/doccgtn_0.m3u8


卫视,#genre#

北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=7597565879&sign=54320901d924340ead9dd5aa477394ea41d73677cafbac826aaa110e0f328520e490df8ec5071fa61a3eda3b754e10d5e286c0d70b38d27bfacdf5a2f5f238e91a6180ee309f9377d75d93b4a68c9f&auth_token=7046e69a028696bcb73130b3245ce82e
湖南卫视,https://live.ottiptv.cc/mcp/hunan.m3u8?userid=7597565879&sign=51174a1c67e57c21ae30bc5bf4d7b0395a3ad2c12a0aee37da8e39f868fb1aa7a9d1a7a8781145c99e95b877efc55a39b008dea2deb4292432feeef0a0d72938bf79b985ae143e8efb16ba2bd1&auth_token=7046e69a028696bcb73130b3245ce82e
江苏卫视,https://live.ottiptv.cc/mcp/jiangsu.m3u8?userid=7597565879&sign=b6b4990008f5b3366bb92d3f46c1176926627c44a42808b2448b9734bb399f56aba2aef41af8f6beda634106dc424c414a119ac114525241de10ce4c47c84b662e52e11a16687fc1698ad4509035a5&auth_token=7046e69a028696bcb73130b3245ce82e
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=7597565879&sign=183466a35cade034be10256eb5f59556e4a49d82f429e8b90281d98a95b58e995df3b997e4ac15c79f35b0005b0c1cdfc3591ad9a38adaefce6a5593ee775c58d5600659f462b66156dac4d68e25a777&auth_token=7046e69a028696bcb73130b3245ce82e
浙江卫视,https://live.ottiptv.cc/mcp/zhejiang.m3u8?userid=7597565879&sign=274d425767d97f9687f9004cb3eb268e0984cbce5f736164e67c976906a48a41452e51c3785ce8b560e7e5dcb1b8bf6d97f4b5bff8004f490dac61f3ded4e61d119013eeb5e5e7312c23a65a5a78c7bc&auth_token=7046e69a028696bcb73130b3245ce82e
湖北卫视,https://live.ottiptv.cc/mcp/hubei.m3u8?userid=7597565879&sign=842777eeeb77c5d88e52ab24814f9165c90532db4e3f662e9af1f4946ce84138381e0a9d9d9952bd0be3504b250f93b7514982ce9d19b718e80f1f4ab349eadedc2481d15220c447193115f543&auth_token=7046e69a028696bcb73130b3245ce82e
天津卫视,https://live.ottiptv.cc/mcp/tianjing.m3u8?userid=7597565879&sign=7a1ed2bf4bf80f19220cf30fa6c65c57e1e33f21ee17947fc7e7c9767c7b3b9ce82538d9cfd433b411ee49b20f313925701faa50eb37a76934b7628ffb3e5c494500f91082b8f73d38794f3c209ee88b&auth_token=7046e69a028696bcb73130b3245ce82e
山东卫视,https://live.ottiptv.cc/mcp/shandong.m3u8?userid=7597565879&sign=03dccc3ae8bcec0fb2eb0ea7b3c5545b99fa52378863483f3860a65ab2e346eb1f5440b587a24408a4ff835d41e49c46eb9a861bf70c14a312608810e8e17706f6bae335f54bee2059d62469ea659506&auth_token=7046e69a028696bcb73130b3245ce82e
辽宁卫视,https://live.ottiptv.cc/mcp/liaoning.m3u8?userid=7597565879&sign=737b6ffa09fa9e1a304b1c3ac4230e7947e825acbe473e99f5aca5d62cd7fb51dcfe6d5706e696617bcc05263d6eea3ba16657babf3a87c4ac82d3a89031223f760447dd9361041210b4f4ecde05cc20&auth_token=7046e69a028696bcb73130b3245ce82e
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=7597565879&sign=5d2cbdf99cfc813a08765fff83639126345bf14481b2aa643fbda6502a8045f604ffd83925ae3ebf3b49a0df1fa93c747e6ed14832dbd98f88a37a35472fef98bdf45a9059b576911a3f43af2e&auth_token=7046e69a028696bcb73130b3245ce82e
黑龙江卫视,https://live.ottiptv.cc/mcp/heilongjiang.m3u8?userid=7597565879&sign=016c422400ad9113d1724b9dbf5410906efaa8cd7043cc9cd92d6262a9eb30682f0d0698bf51070a1c4b0ea24eb5ec0ea83ee84ae601aa57ecdd5efad37b5e8d291d1d2c352a8b798892d64ec34a00c2b3bd63b9&auth_token=7046e69a028696bcb73130b3245ce82e
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=7597565879&sign=0b91ed397c59221e1bc511facb1b78677a2199d214fbae1ba0f5f60bfda6fab4499134b5843c0779a4383390db97b60ec051c0288f7a7cb8e3de9c673a017a1b060919ada70b12a5801e9f133a89b3&auth_token=7046e69a028696bcb73130b3245ce82e
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=7597565879&sign=a4b89a52c2db51050da69517876953c99db790cb538684e7ca2d23be27c238c6e9b76d077ed02e7d9f6f6ddd0ace904b520bb91e4b73b0d523a05252b17e2ff1a23ce4d6b67be583699ca2a1d9a546&auth_token=7046e69a028696bcb73130b3245ce82e
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=7597565879&sign=12366c1e21abc11d79d1e81330bd2c79b10f21764d479970f58a3cde5d1434b4d9400f253952a6950173d77cab741bb465ae348258a2ea077050d03c73e9652c895ce0215900d4d2ca8790756760c6cfec&auth_token=7046e69a028696bcb73130b3245ce82e
江西卫视,https://live.ottiptv.cc/mcp/jiangxi.m3u8?userid=7597565879&sign=095175a395dc70aefcf419f1991ad52c4bd3e63c92946f423383d2c2c47fb35636c86cb8a0af8be1e6892dcc844dd2de65c80df0dcaa978aab70a6ab25843d8138c66d3bfa728b2fa618b55a0e1263&auth_token=7046e69a028696bcb73130b3245ce82e
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=7597565879&sign=3022cbb42d0a91a6d1bb81fa6e52b2c2b845ddd249fdcfd568699a1c9bf05c27b053ad846e8ae8df5f852f52c1176861a6e3028a4692957efe16331a64d384bc8f35f382682c7d2591e2cbebd6c45129b7&auth_token=7046e69a028696bcb73130b3245ce82e
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=7597565879&sign=09a45028f9d8f5f528d3c41424c8d963540ee75e9c9c898ea33e6e67570104b8c002c8e5396772064622654b888bb3fc89328cc3ade0b9452abd572898efe060affeae0d7d498231f0043e12d0&auth_token=7046e69a028696bcb73130b3245ce82e
深圳卫视,https://live.ottiptv.cc/mcp/shenzheng.m3u8?userid=7597565879&sign=0dd052eb0046b907cf9e8d3bc647d1d8ca4fe66436fc1ff4925e7e1aa041e5346cac983698decb9f3b58bade0f7428159519a5d7b1f71afd3427e29c2bef9d51445399f528d74ef0c4e891b003bd7ca5bf&auth_token=7046e69a028696bcb73130b3245ce82e
吉林卫视,https://live.ottiptv.cc/mcp/jiling.m3u8?userid=7597565879&sign=a7e241395406c8bc23fecb71a7142184ef9cf3b042e1f209b750132678dc5de2a7e386815cb2370ce51ed815e0662b009f5ae9b5d74954e4905c9a7c7b1e981863db1f9f87a9c0b5a9a34f5c8eaa&auth_token=7046e69a028696bcb73130b3245ce82e
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=7597565879&sign=23c10c6d731a89d68bfbd3d96931317b658e08f15084b87999ea533d1c18d0b8256f8cb051ba75933f8c0b429d891df73a447d108fece834a27047589aacc797275a758a3b95500b20722817de&auth_token=7046e69a028696bcb73130b3245ce82e
四川卫视,https://live.ottiptv.cc/mcp/sichuan.m3u8?userid=7597565879&sign=7df338662737eb7f408df3e7121af23c2ab164d9585b9584bb87bca286a717caa9d557a702da0c26234682053123712a326818af191fe7f6d9d196d53afbba7e256dd3e2298da9d3e2767e4ebd3fe7&auth_token=7046e69a028696bcb73130b3245ce82e
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=7597565879&sign=82f570fb77bafa764f80224bc9623a0247acc9c548165c56ecc4aed50cf2a3ff4c7132dce1b16a3c08a5b24b88d55e5cfd0a9a1fced4baa78576005b736cef742350d841e5ae760db6ddae2582b579&auth_token=7046e69a028696bcb73130b3245ce82e
